formtypecd,reportinfoident,receiveddt,filerident,filername,expenddt,expendamount,expenddescr,expendcatcd,payeepersenttypecd,payeenameorganization,payeenamelast,payeenamefirst,payeestreetaddr1,payeestreetaddr2,payeestreetcity,payeestreetstatecd,payeestreetpostalcode,id
GPAC,846,07/13/2000,00015767,The Beer Alliance of Texas,,,,UNKNOWN,,,,,,,,,,203125
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/06/2016,1000.00,Campaign Contribution - Senate,DONATIONS,INDIVIDUAL,,Taylor,Van,Post Office Box 26176,,Plano,TX,75026,2398821
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/03/2016,165.72, In-Kind contribution for food and beverage for the Senator Kel Seliger event.,FOOD,ENTITY,The Austin Club,,,110 East 9th Street,,Austin,TX,78701,2400995
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/03/2016,31.81, In-Kind contribution for food and beverage for the Rep. Dennis Bonnen event.,FOOD,ENTITY,The Austin Club,,,110 East 9th Street,,Austin,TX,78701,2400969
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/03/2016,41.20, In-Kind contribution for food and beverage for the Rep. Gene Wu event.,FOOD,ENTITY,The Austin Club,,,110 East 9th Street,,Austin,TX,78701,2400991
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/03/2016,65.95, In-Kind contribution for food and beverage for the Rep. Rolando Gutierrez event.,FOOD,ENTITY,The Austin Club,,,110 East 9th Street,,Austin,TX,78701,2400993
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/03/2016,63.06, In-Kind contribution for food and beverage for the Rep. Harold Dutton event.,FOOD,ENTITY,The Austin Club,,,110 East 9th Street,,Austin,TX,78701,2400989
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/03/2016,34.64, In-Kind contribution for food and beverage for the Rep. - Elect Shawn Thierry event.,FOOD,ENTITY,The Austin Club,,,110 East 9th Street,,Austin,TX,78701,2400986
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/03/2016,108.08, In-Kind contribution for food and beverage for the Rep. - Elect Philip Cortez event.,FOOD,ENTITY,The Austin Club,,,110 East 9th Street,,Austin,TX,78701,2400983
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/03/2016,53.16, In-Kind contribution for food and beverage for the Rep. Justin Rodriguez event.,FOOD,ENTITY,The Austin Club,,,110 East 9th Street,,Austin,TX,78701,2400981
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/03/2016,44.51," In-Kind contribution for food and beverage for the Rep. Charles ""Doc"" Anderson event.",FOOD,ENTITY,The Austin Club,,,110 East 9th Street,, Austin,TX,78701,2398819
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/03/2016,91.83, In-Kind contribution for food and beverage for the Rep. - Elect Victoria Neave event.,FOOD,ENTITY,The Austin Club,,,110 East 9th Street,,Austin,TX,78701,2400979
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/03/2016,91.83, In-Kind contribution for food and beverage for the Rep. - Elect Mary Ann Perez event.,FOOD,ENTITY,The Austin Club,,,110 East 9th Street,,Austin,TX,78701,2400978
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/03/2016,120.92, In-Kind contribution for food and beverage for the Rep. Eddie Rodriguez event.,FOOD,ENTITY,The Austin Club,,,110 East 9th Street,,Austin,TX,78701,2400975
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/03/2016,31.80, In-Kind contribution for food and beverage for the Rep. Tan Parker event.,FOOD,ENTITY,The Austin Club,,,110 East 9th Street,,Austin,TX,78701,2400973
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/01/2016,500.00,Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,Phillips,Larry,1126 South Crockett,,Sherman,TX,75090,2398794
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/01/2016,500.00, Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,Oliveira, Rene,855 W. Price Road,Suite 9, Brownsville,TX,78520,2398787
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/01/2016,500.00,Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,Cook,Bryon,Post Office Box 1397,,Corsicana,TX,75151,2398814
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/01/2016,1000.00, Campaign Contribution - Senate,DONATIONS,INDIVIDUAL,,Campbell,Donna,Post Office Box 171002,,San Antonio,TX,78217,2398762
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/01/2016,1000.00,Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,Goldman,Craig,Post Office Box 100039,,Fort Worth,TX,76185,2398803
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/01/2016,1000.00, Campaign Contribution - Senate,DONATIONS,INDIVIDUAL,,Kolkhorst,Lois,Post Office Box 2546,,Brenham,TX,77834,2398753
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/01/2016,500.00,Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,Elkins,Gary,Post Office Box 273203,,Houston,TX,77277,2398817
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/01/2016,2500.00,Campaign Contribution - Texas Attorney General,DONATIONS,INDIVIDUAL,,Paxton,Ken,P.O. Box 3476,,McKinney,TX,75070,2398746
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,12/01/2016,1000.00,Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,Farrar,Jessica,Post Office Box 30099,,Houston,TX,77249,2398737
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,11/30/2016,500.00, Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,Arevalo,Diana, 242 Leming Drive,,San Antonio,TX,78201,2398816
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,11/28/2016,1000.00,Campaign Contribution - Senate,DONATIONS,INDIVIDUAL,,Birdwell,Brian,Post Office Box 1111,,Granbury,TX,76048,2398808
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,11/28/2016,500.00,Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,White,James,Post Office Box 21,,Hillister,TX,77624,2398812
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,11/17/2016,1000.00, Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,Alvardo,Carol,Post Office Box 230842,,Houston,TX,77223,2398707
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,11/17/2016,1000.00,Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,Gonzales,Larry,Post Office Box 2501,,Round Rock,TX,78680,2398710
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,11/17/2016,500.00, Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,Wu,Gene,Post Office Box 742442,,Houston,TX,77274,2398661
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,11/17/2016,1000.00,Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,Guillen,Ryan,Post Office Box 1024,,Austin,TX,78767,2398665
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,11/17/2016,2500.00,Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,Gutuerrez,Roland,1426 Napier,,San Antonio,TX,78214,2398659
GPAC,100656354,01/11/2017,00015767,The Beer Alliance of Texas Political Action Committee,11/16/2016,500.00,Campaign Contribution - Representative,DONATIONS,INDIVIDUAL,,Neave,Victoria," 10440 N. Central Expy.,",Suite 1230,Dallas,TX,75231,2398655
